City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country
480,Sorong,-0.88,131.25,78.62,82,41,5.99,light rain,ID
481,Verkhnetulomskiy,68.61,31.8,60.8,93,40,4.47,scattered clouds,RU
482,Sale,34.04,-6.82,86.0,74,20,12.75,few clouds,MA
483,Shirvan,39.95,48.9,83.41,40,0,16.22,clear sky,AZ
484,Vuktyl,63.86,57.31,55.99,80,100,9.98,overcast clouds,RU
485,Great Yarmouth,52.61,1.73,77.0,57,58,11.01,broken clouds,GB
486,Teluknaga,-6.1,106.64,80.6,78,20,8.05,few clouds,ID
487,Makhachkala,42.98,47.5,75.2,64,40,22.37,scattered clouds,RU
488,Port Lincoln,-34.73,135.87,49.75,67,62,20.04,broken clouds,AU
489,Tattayyangarpettai,11.13,78.45,84.2,74,75,9.17,thunderstorm,IN
490,Saint-Pierre,-21.34,55.48,68.0,64,75,4.7,broken clouds,RE
491,Pasighat,28.07,95.33,77.36,86,80,2.95,moderate rain,IN
492,Awjilah,29.11,21.29,96.66,22,0,12.57,clear sky,LY
493,Dustlik,40.52,68.04,76.17,19,0,8.3,clear sky,UZ
494,Sivas,39.79,37.0,59.0,62,20,19.46,few clouds,TR
495,Rojhan,28.69,69.95,96.03,47,24,12.35,few clouds,PK
496,Lukovetskiy,64.3,41.92,68.0,77,28,2.24,scattered clouds,RU
497,Turayf,31.67,38.66,93.2,16,0,11.41,clear sky,SA
498,Arrifes,37.77,-25.7,77.0,78,20,5.82,few clouds,PT
499,Neyshabur,36.21,58.8,81.32,19,0,9.08,clear sky,IR
500,San Carlos De Bariloche,-41.15,-71.31,48.2,49,0,1.23,clear sky,AR
501,Methoni,36.82,21.7,86.0,42,40,9.17,scattered clouds,GR
502,Cabinda,-5.55,12.2,80.6,65,20,8.05,few clouds,AO
503,Hovd,48.01,91.64,64.33,40,0,3.33,clear sky,MN
504,Dibulla,11.27,-73.31,86.79,70,78,6.89,broken clouds,CO
505,Mulege,26.88,-111.98,87.28,53,86,9.51,overcast clouds,MX
506,Inuvik,68.35,-133.72,46.4,100,5,2.24,fog,CA
507,Tromso,69.65,18.96,53.6,76,20,23.04,few clouds,NO
508,Cururupu,-1.83,-44.87,87.03,63,56,7.38,light rain,BR
509,West Des Moines,41.57,-93.75,80.6,54,20,8.05,few clouds,US
510,Edd,13.93,41.69,92.14,59,87,8.16,overcast clouds,ER
511,Surgut,61.25,73.42,57.2,100,40,4.47,scattered clouds,RU
512,Galesong,-5.32,119.37,77.0,69,20,2.24,few clouds,ID
513,Nemuro,43.32,145.57,59.11,86,89,7.14,overcast clouds,JP
514,Lalmohan,22.34,90.74,82.56,83,99,16.06,heavy intensity rain,BD
515,Camana,-16.62,-72.71,65.1,67,84,10.51,broken clouds,PE
516,San Lazaro,18.04,-88.66,87.8,66,75,5.82,broken clouds,BZ
517,Lucapa,-8.42,20.74,83.59,32,100,3.98,overcast clouds,AO
518,Sobolevo,54.43,31.9,55.38,96,100,6.91,light rain,RU
519,Havelock,34.88,-76.9,84.2,70,20,2.86,few clouds,US
520,Poso,-1.4,120.75,76.03,76,0,6.17,clear sky,ID
521,Kamthi,21.23,79.2,77.0,94,75,10.29,mist,IN
522,Nipawin,53.37,-104.0,62.6,100,90,6.93,overcast clouds,CA
523,Vardo,70.37,31.11,51.8,87,75,18.34,broken clouds,NO
524,Aktash,50.3,87.73,40.66,83,58,1.1,broken clouds,RU
525,Havre-Saint-Pierre,50.23,-63.6,60.8,77,75,11.41,broken clouds,CA
526,La Tuque,47.43,-72.78,62.58,74,94,4.36,overcast clouds,CA
527,Solwezi,-12.17,26.39,77.86,28,70,4.23,broken clouds,ZM
528,Rocha,-34.48,-54.33,55.74,51,0,12.1,clear sky,UY
529,Mugur-Aksy,50.35,90.5,50.74,51,81,5.26,broken clouds,RU
530,Zheleznodorozhnyy,55.75,38.0,68.0,59,7,6.71,clear sky,RU
531,Kulhudhuffushi,6.62,73.07,83.39,71,91,6.73,overcast clouds,MV
532,Rabo De Peixe,37.8,-25.58,77.0,78,20,5.82,few clouds,PT
533,Post Falls,47.72,-116.95,70.0,60,9,3.0,clear sky,US
534,Sayat,38.78,63.88,82.4,24,0,6.93,clear sky,TM
535,Russko-Vysotskoye,59.7,29.94,75.2,44,20,6.71,few clouds,RU
536,Say,13.1,2.37,93.2,49,20,6.93,few clouds,NE
537,Fukue,32.69,128.84,82.83,83,4,14.83,light rain,JP
538,Weihai,37.5,122.11,69.78,90,92,2.48,overcast clouds,CN
539,Ponta Delgada,37.73,-25.67,77.0,78,20,5.82,few clouds,PT
540,Saldanha,-33.01,17.94,68.0,52,0,8.05,clear sky,ZA
541,Dakar,14.69,-17.44,82.4,83,40,9.17,scattered clouds,SN
542,Bonavista,48.65,-53.11,64.92,57,0,14.61,clear sky,CA
543,Solnechnyy,50.72,136.63,58.86,64,18,6.2,few clouds,RU
544,Guiyang,26.58,106.72,71.6,83,75,6.71,broken clouds,CN
545,Bafata,12.17,-14.75,77.72,93,100,5.88,moderate rain,GW
546,Leh,34.17,77.58,63.09,35,28,6.29,scattered clouds,IN
547,Imbituba,-28.24,-48.67,59.0,44,59,14.99,broken clouds,BR
548,Morro Bay,35.37,-120.85,69.01,82,90,5.5,haze,US
549,Najran,17.49,44.13,95.0,14,75,6.93,broken clouds,SA
550,Pringsewu,-5.36,104.97,72.45,92,79,0.18,broken clouds,ID
551,Nelson Bay,-32.72,152.15,57.0,54,1,24.16,clear sky,AU
552,Shitanjing,39.23,106.34,66.81,75,56,14.61,broken clouds,CN
553,Los Llanos De Aridane,28.66,-17.92,81.0,69,20,11.41,few clouds,ES
554,Alice Town,25.72,-79.3,83.86,79,56,14.81,broken clouds,BS
555,Matay,28.42,30.78,97.03,17,0,12.15,clear sky,EG
556,Hobyo,5.35,48.53,77.0,79,72,26.8,broken clouds,SO
557,Sembe,1.65,14.58,81.45,72,59,2.89,light rain,CG
558,Walvis Bay,-22.96,14.51,84.2,5,0,12.75,clear sky,NA
559,Bitlis,38.5,42.25,70.32,24,0,11.21,clear sky,TR
560,Mangrol,21.12,70.12,82.29,85,100,17.07,overcast clouds,IN
561,Cockburn Town,21.46,-71.14,86.0,66,40,12.75,scattered clouds,TC
562,Mehamn,71.04,27.85,57.2,76,75,10.29,broken clouds,NO
563,Nadym,65.53,72.52,56.34,91,99,8.7,overcast clouds,RU
564,Bentiu,9.23,29.83,79.95,78,40,2.01,scattered clouds,SS
565,Aksha,50.28,113.29,61.92,84,100,2.57,overcast clouds,RU
566,Alugan,12.22,125.48,81.19,84,69,5.97,broken clouds,PH
567,Cotonou,6.37,2.42,78.8,88,20,12.75,few clouds,BJ
568,Linxi,39.7,118.43,63.23,71,0,1.95,clear sky,CN
569,Tete,-16.16,33.59,86.0,39,40,10.29,scattered clouds,MZ
570,Puerto Suarez,-18.95,-57.8,50.0,93,90,4.7,overcast clouds,BO
571,Nuevitas,21.55,-77.26,86.0,74,40,10.29,scattered clouds,CU
572,Kiunga,-6.12,141.29,72.61,98,3,1.79,clear sky,PG
573,Hastings,50.86,0.57,72.0,61,18,14.0,light rain,GB
574,Svetlaya,46.54,138.33,59.72,70,0,7.94,clear sky,RU
575,Padang,-0.95,100.35,78.91,79,83,2.93,light rain,ID
576,Buchanan,5.88,-10.05,80.6,78,75,8.05,broken clouds,LR
577,Deep River,46.1,-77.5,68.0,84,97,3.0,overcast clouds,CA
578,Amga,60.9,131.96,40.48,69,35,1.77,scattered clouds,RU
579,Nuuk,64.18,-51.72,44.6,87,75,9.17,fog,GL
580,Kongolo,-5.38,27.0,87.73,36,73,3.71,broken clouds,CD
581,Colares,38.8,-9.45,80.01,53,20,13.87,few clouds,PT
582,Chapais,49.78,-74.85,59.0,62,20,5.82,few clouds,CA
583,Fort Wellington,6.4,-57.6,87.31,62,10,12.1,clear sky,GY
584,Coquimbo,-29.95,-71.34,55.4,71,20,4.7,few clouds,CL
585,Mulchen,-37.72,-72.23,59.0,58,0,12.75,clear sky,CL
586,Marienburg,54.04,19.03,89.01,100,100,11.39,overcast clouds,PL
587,Panama City,8.99,-79.52,84.99,79,40,6.93,scattered clouds,PA
588,Gizo,-8.1,156.84,82.62,76,13,7.25,few clouds,SB
589,Bilma,18.69,12.92,100.02,26,87,13.71,overcast clouds,NE
590,Ouahigouya,13.58,-2.42,96.17,33,48,6.46,scattered clouds,BF
591,Durazno,-33.41,-56.5,53.06,48,0,11.63,clear sky,UY
592,Trelew,-43.25,-65.31,64.02,27,0,10.11,clear sky,AR
593,Garachine,8.06,-78.36,81.97,77,94,4.74,light rain,PA
594,Bac Lieu,9.29,105.72,80.67,85,14,8.1,few clouds,VN
595,Songjianghe,42.19,127.48,59.05,96,8,2.42,clear sky,CN
596,Cozumel,20.51,-86.95,80.6,88,90,13.87,moderate rain,MX
597,Gunjur,13.2,-16.73,80.6,94,75,5.82,broken clouds,GM
598,Takoradi,4.88,-1.76,77.38,81,67,13.47,broken clouds,GH
599,Kayasula,44.33,45.0,67.95,76,100,6.82,overcast clouds,RU
600,Borogontsy,62.67,131.17,41.02,68,1,2.77,clear sky,RU
601,Mirnyy,62.54,113.96,44.6,81,68,2.24,broken clouds,RU
602,Kuminskiy,58.67,66.57,56.14,96,100,5.88,overcast clouds,RU
603,Platteville,42.73,-90.48,77.0,65,1,6.93,clear sky,US
604,Suntar,62.14,117.63,46.76,65,82,3.91,broken clouds,RU
605,Shanghai,31.22,121.46,87.01,83,51,8.95,broken clouds,CN
606,Chapada Dos Guimaraes,-15.46,-55.75,59.0,62,90,13.87,smoke,BR
607,Mount Gambier,-37.83,140.77,44.6,81,90,23.04,shower rain,AU
608,Port Moresby,-9.44,147.18,77.0,88,75,8.05,broken clouds,PG
609,Diamantino,-14.41,-56.45,67.68,49,89,13.22,overcast clouds,BR
610,Eufaula,31.89,-85.15,82.99,76,0,1.01,clear sky,US
611,Rio Gallegos,-51.62,-69.22,51.8,62,100,11.41,overcast clouds,AR
612,Sheridan,44.83,-106.92,75.0,43,1,5.82,clear sky,US
613,Keetmanshoop,-26.58,18.13,71.6,8,0,8.05,clear sky,NA
614,Serebryansk,49.69,83.29,60.8,55,40,6.71,scattered clouds,KZ
615,Santa Luzia,-19.77,-43.85,68.0,68,75,14.99,broken clouds,BR
616,Puerto Escondido,15.85,-97.07,82.4,69,90,6.93,overcast clouds,MX
617,Kieta,-6.22,155.63,78.76,79,19,3.11,few clouds,PG
618,Marawi,8.0,124.29,75.0,93,99,5.01,light rain,PH
619,Maarianhamina,60.1,19.93,69.8,83,75,12.75,broken clouds,AX
620,North Bend,43.41,-124.22,66.0,100,90,8.05,overcast clouds,US
621,Vallenar,-28.57,-70.76,75.34,18,0,4.21,clear sky,CL
622,Heide,54.2,9.1,79.0,61,40,11.41,scattered clouds,DE
623,Yatou,37.15,122.38,68.86,95,99,2.44,overcast clouds,CN
624,Piacabucu,-10.41,-36.43,79.52,73,75,12.55,broken clouds,BR
625,Bhubaneswar,20.23,85.83,82.4,83,75,12.75,thunderstorm,IN
626,Acquaviva Delle Fonti,40.9,16.84,88.0,20,5,11.41,clear sky,IT
627,Kokopo,-4.35,152.26,77.09,88,3,8.05,clear sky,PG
628,Komsomolskiy,40.43,71.72,75.2,53,0,4.7,clear sky,UZ
629,Karasjok,69.47,25.51,59.0,82,75,17.22,broken clouds,NO
630,Ciudad Guayana,8.35,-62.65,86.4,69,84,3.69,moderate rain,VE
631,Omboue,-1.57,9.26,76.1,76,28,11.18,scattered clouds,GA
632,Toul,48.67,5.92,84.2,48,68,11.41,broken clouds,FR
633,Filadelfia,39.95,-75.16,84.99,51,75,9.17,broken clouds,US
634,Taltal,-25.4,-70.48,64.04,47,0,5.77,clear sky,CL
635,Tabuk,17.42,121.44,75.09,86,99,2.89,overcast clouds,PH
636,Rozkishne,48.5,37.59,72.39,55,81,15.97,light rain,UA
637,Boden,65.83,21.69,64.4,88,16,14.99,few clouds,SE
638,Sabha,27.04,14.43,97.68,14,0,15.05,clear sky,LY
639,Saint-Joseph,-21.37,55.62,68.0,64,75,4.7,broken clouds,RE
640,Pando,-34.72,-55.95,59.0,26,0,17.22,clear sky,UY
641,San Rafael Del Sur,11.85,-86.44,77.0,94,75,10.49,moderate rain,NI
642,Morgan City,29.7,-91.21,87.8,58,40,6.93,scattered clouds,US
643,Havre,49.58,0.33,75.99,57,18,17.22,few clouds,FR
644,Biak,-0.91,122.88,76.33,81,32,5.97,scattered clouds,ID
645,Mercedes,-34.65,-59.43,56.89,37,0,9.6,clear sky,AR
646,Arman,59.7,150.17,45.19,62,100,10.18,overcast clouds,RU
647,San Luis,-33.3,-66.34,57.76,29,0,8.46,clear sky,AR
648,Khandyga,62.67,135.6,42.08,65,0,4.21,clear sky,RU
649,Mastic Beach,40.77,-72.85,80.6,54,1,12.75,clear sky,US
650,Fonte Boa,-2.5,-66.27,95.47,38,20,8.08,few clouds,BR
651,Dvinskoy,62.15,45.12,58.87,67,9,3.69,clear sky,RU
652,Alofi,-19.06,-169.92,71.6,94,3,2.24,clear sky,NU
653,Teknaf,20.86,92.31,80.06,87,100,8.34,moderate rain,BD
654,Avera,33.19,-82.53,80.6,88,75,5.82,broken clouds,US
655,Belaya Gora,68.53,146.42,35.69,85,64,4.38,broken clouds,RU
656,Calabozo,8.92,-67.43,89.31,68,12,2.33,light rain,VE
657,Zhangjiakou,40.81,114.88,63.27,76,0,4.92,clear sky,CN
658,Skjervoy,70.03,20.97,55.4,87,97,2.24,overcast clouds,NO
659,Naze,28.37,129.48,77.0,94,32,3.36,mist,JP
660,Aykhal,66.0,111.5,51.8,57,96,4.47,overcast clouds,RU
661,Kuloy,61.03,42.49,59.36,61,0,2.93,clear sky,RU
662,Inhambane,-23.86,35.38,69.8,60,40,13.87,scattered clouds,MZ
663,Manacapuru,-3.3,-60.62,95.0,44,40,8.05,scattered clouds,BR
664,Onega,63.91,38.14,64.58,78,11,1.54,few clouds,RU
665,Tazovskiy,67.47,78.7,53.38,93,91,9.48,overcast clouds,RU
666,Cayenne,4.93,-52.33,89.6,59,75,13.87,broken clouds,GF
667,Mudon,16.26,97.72,75.38,94,100,6.73,light rain,MM
668,Republic,37.12,-93.48,80.6,51,1,6.93,clear sky,US
669,Kaseda,31.42,130.32,78.01,88,27,3.0,scattered clouds,JP
670,Bereda,43.27,-7.54,78.01,61,51,13.0,broken clouds,ES
671,Goderich,43.75,-81.72,73.0,88,17,8.39,few clouds,CA
672,Reitz,-27.8,28.43,49.26,45,0,4.76,clear sky,ZA
673,Icod De Los Vinos,28.37,-16.71,82.99,78,4,5.01,clear sky,ES
674,Jiwani,25.05,61.74,82.09,84,100,9.51,overcast clouds,PK
675,Polovinnoye,54.79,65.99,54.5,93,83,5.5,broken clouds,RU
676,Ritchie,-29.04,24.6,64.4,17,0,3.02,clear sky,ZA
677,Westport,41.14,-73.36,82.99,61,1,17.22,clear sky,US
678,Suicheng,33.9,117.93,71.31,97,99,6.44,overcast clouds,CN
679,Mayo,38.89,-76.51,82.0,78,40,4.7,light rain,US
680,La Ronge,55.1,-105.28,64.4,77,75,14.99,broken clouds,CA
681,Kuusamo,65.97,29.18,69.8,56,6,10.29,clear sky,FI
682,Alexandria,31.22,29.96,84.2,62,0,16.11,clear sky,EG
683,Puerto Del Rosario,28.5,-13.86,80.6,65,0,12.75,clear sky,ES
684,Vaitape,-16.52,-151.75,78.44,77,8,23.87,light rain,PF
685,Labytnangi,66.66,66.42,55.65,84,74,6.49,broken clouds,RU
686,Saint-Leu,-21.15,55.28,68.0,64,75,4.7,broken clouds,RE
687,Lastoursville,-0.81,12.73,87.51,55,96,1.77,overcast clouds,GA
688,Moerai,-22.43,-151.33,70.05,70,37,23.64,scattered clouds,PF
689,Bilibino,68.05,166.44,38.75,86,100,6.38,overcast clouds,RU
690,Vanavara,60.34,102.28,55.36,76,54,2.82,broken clouds,RU
691,Bonthe,7.53,-12.51,80.37,77,62,12.95,broken clouds,SL
692,Ordzhonikidze,52.44,61.74,57.22,81,41,6.87,scattered clouds,KZ
693,Pierre,44.37,-100.35,78.8,69,1,16.11,clear sky,US
694,Carlsbad,33.16,-117.35,82.99,74,1,3.36,clear sky,US
695,Bar Harbor,44.39,-68.2,75.0,73,90,12.75,overcast clouds,US
696,Itarema,-2.92,-39.92,87.46,55,28,17.4,scattered clouds,BR
697,Matagami,49.75,-77.63,57.2,76,1,2.3,clear sky,CA
698,Colimes,-1.55,-80.02,73.4,78,90,4.7,overcast clouds,EC
699,Mount Isa,-20.73,139.5,53.6,32,0,1.12,clear sky,AU
700,Karratha,-20.74,116.85,72.32,36,0,6.82,clear sky,AU
701,Sopelana,43.38,-2.98,73.4,73,75,6.93,broken clouds,ES
702,Ulaanbaatar,47.91,106.88,62.6,48,96,11.18,overcast clouds,MN
703,Kumluca,36.37,30.29,87.58,42,2,5.66,clear sky,TR
704,Kendari,-3.94,122.5,75.09,85,6,2.42,clear sky,ID
705,Juneau,58.3,-134.42,55.0,93,75,4.29,broken clouds,US
706,Roquetas De Mar,36.76,-2.61,81.0,78,0,5.82,clear sky,ES
707,Crateus,-5.18,-40.68,99.72,21,87,7.29,overcast clouds,BR
708,Dali,25.7,100.18,63.21,82,23,3.51,few clouds,CN
709,Santa Cruz,-17.8,-63.17,55.4,54,90,18.34,overcast clouds,BO
710,Deputatskiy,69.3,139.9,33.51,98,100,4.29,overcast clouds,RU
711,Antofagasta,-23.65,-70.4,57.2,71,40,9.17,scattered clouds,CL
712,Cidreira,-30.18,-50.21,52.59,52,9,12.84,clear sky,BR
713,Kasongo,-4.45,26.67,87.13,41,38,3.74,scattered clouds,CD
714,Mosquera,4.71,-74.23,68.0,42,75,6.93,broken clouds,CO
715,Giaginskaya,44.86,40.07,74.37,47,100,12.73,overcast clouds,RU
716,Balabac,7.99,117.06,82.15,78,98,6.33,overcast clouds,PH
717,Bowen,-20.02,148.23,57.99,87,3,2.24,clear sky,AU
718,Ust-Barguzin,53.45,108.98,59.52,76,95,4.21,overcast clouds,RU
719,Chaman,30.92,66.45,86.92,18,21,8.03,few clouds,PK
720,Port Augusta,-32.5,137.77,44.6,81,21,10.29,few clouds,AU
